"hugo_gene"	"link"
"OAZ2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=OAZ2', target = '_blank'>GeneCards</a>"
"OAZ3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=OAZ3', target = '_blank'>GeneCards</a>"
"SLC25A15"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A15', target = '_blank'>GeneCards</a>"
"SLC25A2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A2', target = '_blank'>GeneCards</a>"
"SLC7A2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC7A2', target = '_blank'>GeneCards</a>"
"PTPN4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPN4', target = '_blank'>GeneCards</a>"
"PTPRE"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PTPRE', target = '_blank'>GeneCards</a>"
"LPA"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=LPA', target = '_blank'>GeneCards</a>"
"DHPS"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=DHPS', target = '_blank'>GeneCards</a>"
"FPR3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=FPR3', target = '_blank'>GeneCards</a>"
"SMOX"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SMOX', target = '_blank'>GeneCards</a>"
"SMS"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SMS', target = '_blank'>GeneCards</a>"
"ANXA3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ANXA3', target = '_blank'>GeneCards</a>"
"SST"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SST', target = '_blank'>GeneCards</a>"
"ATP5F1A"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5F1A', target = '_blank'>GeneCards</a>"
"ATP5F1B"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5F1B', target = '_blank'>GeneCards</a>"
"ATP5F1C"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ATP5F1C', target = '_blank'>GeneCards</a>"
"CA10"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CA10', target = '_blank'>GeneCards</a>"
"CA11"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CA11', target = '_blank'>GeneCards</a>"
"CA8"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CA8', target = '_blank'>GeneCards</a>"
"SCN1B"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN1B', target = '_blank'>GeneCards</a>"
"SCN2B"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN2B', target = '_blank'>GeneCards</a>"
"SCN3B"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN3B', target = '_blank'>GeneCards</a>"
"SCN4B"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SCN4B', target = '_blank'>GeneCards</a>"
"CD163"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CD163', target = '_blank'>GeneCards</a>"
"MAEA"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MAEA', target = '_blank'>GeneCards</a>"
"AXIN1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=AXIN1', target = '_blank'>GeneCards</a>"
"MSRA"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MSRA', target = '_blank'>GeneCards</a>"
"CDIPT"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CDIPT', target = '_blank'>GeneCards</a>"
"CDKN1A"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CDKN1A', target = '_blank'>GeneCards</a>"
"PML"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PML', target = '_blank'>GeneCards</a>"
"NPR2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NPR2', target = '_blank'>GeneCards</a>"
"MARCO"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MARCO', target = '_blank'>GeneCards</a>"
"RXFP1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=RXFP1', target = '_blank'>GeneCards</a>"
"RXFP2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=RXFP2', target = '_blank'>GeneCards</a>"
"CCL5"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL5', target = '_blank'>GeneCards</a>"
"SDF2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SDF2', target = '_blank'>GeneCards</a>"
"CS"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CS', target = '_blank'>GeneCards</a>"
"CADPS"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CADPS', target = '_blank'>GeneCards</a>"
"CADPS2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CADPS2', target = '_blank'>GeneCards</a>"
"CALB2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CALB2', target = '_blank'>GeneCards</a>"
"CALM2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CALM2', target = '_blank'>GeneCards</a>"
"CALM3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CALM3', target = '_blank'>GeneCards</a>"
"CALR3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CALR3', target = '_blank'>GeneCards</a>"
"CANX"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CANX', target = '_blank'>GeneCards</a>"
"CAPS"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CAPS', target = '_blank'>GeneCards</a>"
"CASQ1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CASQ1', target = '_blank'>GeneCards</a>"
"CASQ2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CASQ2', target = '_blank'>GeneCards</a>"
"CHP1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CHP1', target = '_blank'>GeneCards</a>"
"CIB1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CIB1', target = '_blank'>GeneCards</a>"
"CIB2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CIB2', target = '_blank'>GeneCards</a>"
"FBN2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=FBN2', target = '_blank'>GeneCards</a>"
"FBN3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=FBN3', target = '_blank'>GeneCards</a>"
"GCA"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GCA', target = '_blank'>GeneCards</a>"
"NCS1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NCS1', target = '_blank'>GeneCards</a>"
"NRXN1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NRXN1', target = '_blank'>GeneCards</a>"
"NUCB1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NUCB1', target = '_blank'>GeneCards</a>"
"NUCB2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NUCB2', target = '_blank'>GeneCards</a>"
"PDCD6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PDCD6', target = '_blank'>GeneCards</a>"
"PEF1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PEF1', target = '_blank'>GeneCards</a>"
"RGN"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=RGN', target = '_blank'>GeneCards</a>"
"S100A16"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A16', target = '_blank'>GeneCards</a>"
"S100A6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=S100A6', target = '_blank'>GeneCards</a>"
"SPARC"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SPARC', target = '_blank'>GeneCards</a>"
"SRI"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SRI', target = '_blank'>GeneCards</a>"
"TPT1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TPT1', target = '_blank'>GeneCards</a>"
"IGHV1-2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=IGHV1-2', target = '_blank'>GeneCards</a>"
"SLC52A2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC52A2', target = '_blank'>GeneCards</a>"
"COL1A1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=COL1A1', target = '_blank'>GeneCards</a>"
"IL31RA"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=IL31RA', target = '_blank'>GeneCards</a>"
"SERPINB9"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SERPINB9', target = '_blank'>GeneCards</a>"
"TFF1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TFF1', target = '_blank'>GeneCards</a>"
"HSD17B11"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD17B11', target = '_blank'>GeneCards</a>"
"AQP9"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=AQP9', target = '_blank'>GeneCards</a>"
"CLCN3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCN3', target = '_blank'>GeneCards</a>"
"SLC23A1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC23A1', target = '_blank'>GeneCards</a>"
"SLC5A11"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC5A11', target = '_blank'>GeneCards</a>"
"SLC5A3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC5A3', target = '_blank'>GeneCards</a>"
"IL13RA1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=IL13RA1', target = '_blank'>GeneCards</a>"
"NIP7"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NIP7', target = '_blank'>GeneCards</a>"
"RRBP1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=RRBP1', target = '_blank'>GeneCards</a>"
"GPI"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GPI', target = '_blank'>GeneCards</a>"
"ALDOA"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDOA', target = '_blank'>GeneCards</a>"
"ALDOB"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDOB', target = '_blank'>GeneCards</a>"
"TUB"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TUB', target = '_blank'>GeneCards</a>"
"CSRP2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CSRP2', target = '_blank'>GeneCards</a>"
"CSRP2P1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CSRP2P1', target = '_blank'>GeneCards</a>"
"GRK7"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GRK7', target = '_blank'>GeneCards</a>"
"CD55"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CD55', target = '_blank'>GeneCards</a>"
"CLIP2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CLIP2', target = '_blank'>GeneCards</a>"
"IDH2 R140Q"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=IDH2 R140Q', target = '_blank'>GeneCards</a>"
"IL5"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=IL5', target = '_blank'>GeneCards</a>"
"MUC2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MUC2', target = '_blank'>GeneCards</a>"
"BCR-ABL"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=BCR-ABL', target = '_blank'>GeneCards</a>"
"B3GAT1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=B3GAT1', target = '_blank'>GeneCards</a>"
"DDX6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=DDX6', target = '_blank'>GeneCards</a>"
"TREM1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TREM1', target = '_blank'>GeneCards</a>"
"L3HYPDH"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=L3HYPDH', target = '_blank'>GeneCards</a>"
"P3H1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=P3H1', target = '_blank'>GeneCards</a>"
"P3H2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=P3H2', target = '_blank'>GeneCards</a>"
"P3H3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=P3H3', target = '_blank'>GeneCards</a>"
"P4HA2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=P4HA2', target = '_blank'>GeneCards</a>"
"PARS2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PARS2', target = '_blank'>GeneCards</a>"
"PLPBP"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PLPBP', target = '_blank'>GeneCards</a>"
"PPIG"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIG', target = '_blank'>GeneCards</a>"
"PPIH"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PPIH', target = '_blank'>GeneCards</a>"
"PRODH"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PRODH', target = '_blank'>GeneCards</a>"
"PYCR3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PYCR3', target = '_blank'>GeneCards</a>"
"SLC6A14"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC6A14', target = '_blank'>GeneCards</a>"
"RPIA"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=RPIA', target = '_blank'>GeneCards</a>"
"PGAM2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PGAM2', target = '_blank'>GeneCards</a>"
"B3GAT3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=B3GAT3', target = '_blank'>GeneCards</a>"
"SCPEP1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SCPEP1', target = '_blank'>GeneCards</a>"
"IDH2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=IDH2', target = '_blank'>GeneCards</a>"
"ACAT1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ACAT1', target = '_blank'>GeneCards</a>"
"S100P"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=S100P', target = '_blank'>GeneCards</a>"
"IL12B"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=IL12B', target = '_blank'>GeneCards</a>"
"RIDA"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=RIDA', target = '_blank'>GeneCards</a>"
"PANX3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PANX3', target = '_blank'>GeneCards</a>"
"QPRT"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=QPRT', target = '_blank'>GeneCards</a>"
"NMRAL1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NMRAL1', target = '_blank'>GeneCards</a>"
"CLCNKA"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCNKA', target = '_blank'>GeneCards</a>"
"CLCNKB"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CLCNKB', target = '_blank'>GeneCards</a>"
"UGT1A9"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT1A9', target = '_blank'>GeneCards</a>"
"SNRPA"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SNRPA', target = '_blank'>GeneCards</a>"
"ANG"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ANG', target = '_blank'>GeneCards</a>"
"CTDSP1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CTDSP1', target = '_blank'>GeneCards</a>"
"HGS"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HGS', target = '_blank'>GeneCards</a>"
"ITPA"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ITPA', target = '_blank'>GeneCards</a>"
"LSM6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=LSM6', target = '_blank'>GeneCards</a>"
"FTH1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=FTH1', target = '_blank'>GeneCards</a>"
"HMGCL"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HMGCL', target = '_blank'>GeneCards</a>"
"MYH7"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MYH7', target = '_blank'>GeneCards</a>"
"MYL12A"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL12A', target = '_blank'>GeneCards</a>"
"MYL6B"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MYL6B', target = '_blank'>GeneCards</a>"
"HSD17B6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HSD17B6', target = '_blank'>GeneCards</a>"
"OXCT1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=OXCT1', target = '_blank'>GeneCards</a>"
"OXCT2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=OXCT2', target = '_blank'>GeneCards</a>"
"PLOD1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PLOD1', target = '_blank'>GeneCards</a>"
"PLOD3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PLOD3', target = '_blank'>GeneCards</a>"
"SLC13A1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC13A1', target = '_blank'>GeneCards</a>"
"SLC25A10"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A10', target = '_blank'>GeneCards</a>"
"SUCLA2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SUCLA2', target = '_blank'>GeneCards</a>"
"SUCLG1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SUCLG1', target = '_blank'>GeneCards</a>"
"SUCLG2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SUCLG2', target = '_blank'>GeneCards</a>"
"TMLHE"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TMLHE', target = '_blank'>GeneCards</a>"
"IGKV2D-28"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=IGKV2D-28', target = '_blank'>GeneCards</a>"
"LIAS"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=LIAS', target = '_blank'>GeneCards</a>"
"LIPT1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=LIPT1', target = '_blank'>GeneCards</a>"
"SLC5A6"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC5A6', target = '_blank'>GeneCards</a>"
"MCCC1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MCCC1', target = '_blank'>GeneCards</a>"
"MCCC2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MCCC2', target = '_blank'>GeneCards</a>"
"PCCA"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PCCA', target = '_blank'>GeneCards</a>"
"PCCB"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PCCB', target = '_blank'>GeneCards</a>"
"HLA-A"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HLA-A', target = '_blank'>GeneCards</a>"
"TRAC"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TRAC', target = '_blank'>GeneCards</a>"
"TRBC1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TRBC1', target = '_blank'>GeneCards</a>"
"ADARB2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ADARB2', target = '_blank'>GeneCards</a>"
"DR1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=DR1', target = '_blank'>GeneCards</a>"
"ENO2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ENO2', target = '_blank'>GeneCards</a>"
"MAP4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=MAP4', target = '_blank'>GeneCards</a>"
"CALCB"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CALCB', target = '_blank'>GeneCards</a>"
"CD1A"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CD1A', target = '_blank'>GeneCards</a>"
"CEBPB"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CEBPB', target = '_blank'>GeneCards</a>"
"EIF3F"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=EIF3F', target = '_blank'>GeneCards</a>"
"HIBCH"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HIBCH', target = '_blank'>GeneCards</a>"
"HSPA2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPA2', target = '_blank'>GeneCards</a>"
"RUVBL2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=RUVBL2', target = '_blank'>GeneCards</a>"
"UGT3A1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=UGT3A1', target = '_blank'>GeneCards</a>"
"KANSL3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=KANSL3', target = '_blank'>GeneCards</a>"
"KRT2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=KRT2', target = '_blank'>GeneCards</a>"
"TNFRSF1A"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TNFRSF1A', target = '_blank'>GeneCards</a>"
"DGKA"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=DGKA', target = '_blank'>GeneCards</a>"
"PPP2CB"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PPP2CB', target = '_blank'>GeneCards</a>"
"SEC14L3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC14L3', target = '_blank'>GeneCards</a>"
"SEC14L4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=SEC14L4', target = '_blank'>GeneCards</a>"
"NR2F1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=NR2F1', target = '_blank'>GeneCards</a>"
"CCL8"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CCL8', target = '_blank'>GeneCards</a>"
"HCRT"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=HCRT', target = '_blank'>GeneCards</a>"
"IGLC1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=IGLC1', target = '_blank'>GeneCards</a>"
"KRTAP5-2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=KRTAP5-2', target = '_blank'>GeneCards</a>"
"TFF2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=TFF2', target = '_blank'>GeneCards</a>"
"CYP2E1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CYP2E1', target = '_blank'>GeneCards</a>"
"GLT6D1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GLT6D1', target = '_blank'>GeneCards</a>"
"ISG20"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ISG20', target = '_blank'>GeneCards</a>"
"GYG1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GYG1', target = '_blank'>GeneCards</a>"
"RNASE4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=RNASE4', target = '_blank'>GeneCards</a>"
"ACTR2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ACTR2', target = '_blank'>GeneCards</a>"
"ARPC1B"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ARPC1B', target = '_blank'>GeneCards</a>"
"ARPC2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ARPC2', target = '_blank'>GeneCards</a>"
"ARPC3"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ARPC3', target = '_blank'>GeneCards</a>"
"ARPC4"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ARPC4', target = '_blank'>GeneCards</a>"
"ARPC5"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ARPC5', target = '_blank'>GeneCards</a>"
"ACSBG1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ACSBG1', target = '_blank'>GeneCards</a>"
"AFDN"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=AFDN', target = '_blank'>GeneCards</a>"
"IL1R2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=IL1R2', target = '_blank'>GeneCards</a>"
"GPR68"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GPR68', target = '_blank'>GeneCards</a>"
"ALKBH2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ALKBH2', target = '_blank'>GeneCards</a>"
"KDM5D"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=KDM5D', target = '_blank'>GeneCards</a>"
"OGFOD1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=OGFOD1', target = '_blank'>GeneCards</a>"
"OGFOD2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=OGFOD2', target = '_blank'>GeneCards</a>"
"PHYH"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PHYH', target = '_blank'>GeneCards</a>"
"PLOD2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PLOD2', target = '_blank'>GeneCards</a>"
"ACYP2"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=ACYP2', target = '_blank'>GeneCards</a>"
"CASK"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CASK', target = '_blank'>GeneCards</a>"
"CTBP1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=CTBP1', target = '_blank'>GeneCards</a>"
"GGACT"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=GGACT', target = '_blank'>GeneCards</a>"
"PVALB"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PVALB', target = '_blank'>GeneCards</a>"
"IMPA1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=IMPA1', target = '_blank'>GeneCards</a>"
"PGM1"	"<a href = 'http://www.genecards.org/cgi-bin/carddisp.pl?gene=PGM1', target = '_blank'>GeneCards</a>"
